property_id,address,city,state,zip_code,property_type,price,bedrooms,bathrooms,square_feet,year_built,listing_date,Parking spots,agent_name,agent_email
184,63296 Sunnyside Way,Milwaukee,Wisconsin,53205,Apartment,794252,4,3,1440,1943,1/6/2023,2,Carine Aizic,caizic53@timesonline.co.uk
185,730 Paget Avenue,San Antonio,Texas,78265,Apartment,530274,3,2,4397,1905,5/5/2021,4,Marena Beamand,mbeamand54@japanpost.jp
186,5314 Warner Lane,Van Nuys,California,91499,Independent Floor,279537,3,2,3287,1912,4/30/2023,2,Ogdon Elleyne,oelleyne55@pen.io
187,31 Reinke Point,Asheville,North Carolina,28815,Apartment,949750,2,1,4492,1934,12/24/2021,3,Elayne Fenge,efenge56@amazon.co.jp
188,23518 Rockefeller Hill,Saint Paul,Minnesota,55115,Apartment,572572,3,1,3637,1934,1/28/2021,2,Laverna Dorning,ldorning57@paypal.com
189,46961 Lillian Road,Houston,Texas,77030,Villa,631287,3,1,918,1971,6/6/2021,1,Ari Webster,awebster58@amazon.co.jp
190,323 Southridge Crossing,Des Moines,Iowa,50393,Villa,231157,5,2,1541,1915,8/2/2021,2,Wolfie Croxley,wcroxley59@japanpost.jp
191,71932 Atwood Trail,Boise,Idaho,83757,Independent Floor,154878,2,3,981,1974,4/26/2023,3,Tabby Pavlovsky,tpavlovsky5a@blogger.com
192,47081 Stone Corner Lane,Hollywood,Florida,33028,Villa,974870,3,3,937,1965,7/28/2023,2,Reynard Coils,rcoils5b@istockphoto.com
193,5737 Banding Park,Denver,Colorado,80262,Villa,644505,1,4,1536,1971,12/17/2021,1,Gael Robberecht,grobberecht5c@cbc.ca
194,979 Pawling Pass,Fort Myers,Florida,33913,Villa,625387,5,1,2217,1978,2/10/2021,4,Thia Fiveash,tfiveash5d@bloomberg.com
195,577 Kennedy Point,El Paso,Texas,79934,Independent Floor,195098,1,3,1896,1931,2/15/2021,2,Iormina Warkup,iwarkup5e@unblog.fr
196,1693 Blue Bill Park Circle,El Paso,Texas,88525,Independent Floor,730631,4,2,3303,1921,10/3/2022,3,Auroora McGoldrick,amcgoldrick5f@yale.edu
197,9796 Helena Lane,Elmira,New York,14905,Condo,566058,5,4,2594,1960,11/28/2022,4,Edeline Romao,eromao5g@elegantthemes.com
198,67 Eastlawn Court,Tucson,Arizona,85732,Apartment,784730,5,4,3348,2004,11/22/2022,4,Susie Postins,spostins5h@furl.net
199,060 West Place,Sacramento,California,94257,Independent Floor,223637,3,3,3325,1977,11/23/2020,3,Tobie Housden,thousden5i@xinhuanet.com
200,701 Blackbird Lane,Ocala,Florida,34479,Independent Floor,184423,1,1,4443,1931,5/16/2021,2,Krystle Sex,ksex5j@columbia.edu
201,3212 Grayhawk Pass,Akron,Ohio,44305,Villa,114995,1,1,859,1946,3/29/2023,1,Livvy Danilenko,ldanilenko5k@wikipedia.org
202,68109 Cordelia Junction,Lake Worth,Florida,33467,Villa,709190,4,3,4385,1935,5/19/2021,3,Jacki Petrenko,jpetrenko5l@google.com.br
203,9 Hagan Court,Seattle,Washington,98158,Apartment,460707,1,3,836,1937,12/17/2022,3,Bree Lakey,blakey5m@howstuffworks.com
204,55 Summer Ridge Pass,Albuquerque,New Mexico,87190,Apartment,885727,1,4,2918,1957,2/23/2021,1,Udale McGraith,umcgraith5n@boston.com
205,90 Havey Alley,Albany,New York,12232,Villa,757646,1,1,1957,1938,5/7/2021,3,Stesha Lum,slum5o@cbc.ca
206,6752 Meadow Ridge Road,Phoenix,Arizona,85025,Apartment,334011,3,1,1905,1985,5/10/2021,1,Garnet Amis,gamis5p@hexun.com
207,184 Huxley Junction,Dayton,Ohio,45426,Apartment,955949,4,2,2922,1912,4/30/2023,4,Vinny Isaaksohn,visaaksohn5q@joomla.org
208,3456 Gateway Terrace,Topeka,Kansas,66617,Independent Floor,419162,4,4,2926,1915,8/27/2021,4,Lucilia Benitti,lbenitti5r@webmd.com
209,4 Dakota Trail,Schaumburg,Illinois,60193,Apartment,419795,1,3,3665,1931,11/2/2021,2,Nesta Rickaert,nrickaert5s@ibm.com
210,7917 Lake View Plaza,Santa Fe,New Mexico,87592,Villa,221743,3,2,4369,2011,1/9/2023,1,Kristel Bitchener,kbitchener5t@examiner.com
211,7227 Superior Road,Albany,Georgia,31704,Apartment,672258,4,1,2991,1939,1/3/2023,1,Devonna Writer,dwriter5u@hubpages.com
212,05983 Bluestem Point,Fairfield,Connecticut,6825,Apartment,567081,4,2,3665,2002,4/1/2022,1,Efren Pallent,epallent5v@blogtalkradio.com
213,3 Esch Street,Sacramento,California,94245,Apartment,845821,5,2,4314,1960,7/22/2022,1,Dee Brownell,dbrownell5w@dagondesign.com
214,5 Thackeray Court,Dallas,Texas,75241,Villa,783611,2,4,953,1905,2/12/2023,3,Corri Wreakes,cwreakes5x@mail.ru
215,95859 Truax Junction,Akron,Ohio,44305,Independent Floor,896229,4,2,3117,2017,9/16/2021,3,Darlleen Bevar,dbevar5y@360.cn
216,09980 Old Shore Center,Springfield,Massachusetts,1152,Independent Floor,979165,3,2,3463,2011,11/15/2020,1,Gena Ferrulli,gferrulli5z@networkadvertising.org
217,165 Dahle Court,Oklahoma City,Oklahoma,73167,Villa,446656,1,3,1242,1997,11/15/2021,1,Rockie Bushby,rbushby60@geocities.jp
218,2 Mariners Cove Park,Corona,California,92878,Apartment,568955,4,1,3832,1969,4/4/2023,4,Regen Karpinski,rkarpinski61@nbcnews.com
219,21 Forest Dale Center,Orlando,Florida,32854,Condo,799514,1,2,4880,1908,8/29/2022,3,Hodge Emslie,hemslie62@tinypic.com
220,4 Shoshone Center,San Diego,California,92132,Condo,102050,4,1,4718,1931,12/8/2022,1,Boony Doyley,bdoyley63@xing.com
221,3 David Avenue,Sarasota,Florida,34238,Independent Floor,681918,4,3,3117,1916,9/7/2022,1,Shanie Brumwell,sbrumwell64@exblog.jp
222,247 Chive Court,Tulsa,Oklahoma,74184,Condo,266043,2,4,4866,1956,2/4/2023,3,Liz Crooks,lcrooks65@uol.com.br
223,837 Mendota Pass,Jamaica,New York,11407,Villa,988991,4,4,4477,1905,2/2/2021,2,Babbie Parriss,bparriss66@hubpages.com
224,051 Summit Parkway,Boston,Massachusetts,2109,Independent Floor,739268,5,4,1633,1903,10/21/2022,4,Paco Langabeer,plangabeer67@mediafire.com
225,8225 Manley Way,Evansville,Indiana,47737,Apartment,670370,2,3,3975,2014,6/7/2022,3,Tommie Waud,twaud68@histats.com
226,84073 Meadow Valley Road,Tucson,Arizona,85737,Apartment,772267,5,3,4006,2011,11/1/2022,1,Steffie Clark,sclark69@house.gov
227,891 Barby Way,San Francisco,California,94132,Apartment,728768,3,1,1321,1999,1/10/2021,2,Christy Volkes,cvolkes6a@mysql.com
228,37011 Bluejay Hill,Saint Louis,Missouri,63104,Independent Floor,605274,1,3,3019,1983,5/8/2021,2,Fidelia Kilgrove,fkilgrove6b@youtube.com
229,39 Emmet Road,Washington,District of Columbia,20470,Condo,306813,3,1,1836,2013,8/28/2022,4,Ina Tate,itate6c@ebay.co.uk
230,40 Meadow Valley Trail,Tallahassee,Florida,32309,Apartment,967983,5,3,3971,2003,12/4/2020,2,Xena Remnant,xremnant6d@twitpic.com
231,4 Moulton Junction,Naples,Florida,34108,Condo,829690,1,2,2052,1995,1/10/2023,2,Rockie Crampsey,rcrampsey6e@wiley.com
232,66 Oak Circle,San Diego,California,92186,Apartment,752486,1,2,1821,1920,8/2/2022,1,Edna Broe,ebroe6f@homestead.com
233,1321 Raven Center,Albuquerque,New Mexico,87121,Independent Floor,720888,2,2,2460,1911,8/7/2021,1,Gillan Breslin,gbreslin6g@foxnews.com
234,7 Buhler Crossing,Los Angeles,California,90087,Condo,850833,4,4,1022,2020,9/21/2022,4,Carolina Hansed,chansed6h@whitehouse.gov
235,56 Sunfield Terrace,Corpus Christi,Texas,78465,Apartment,352768,4,3,4398,1963,1/21/2023,4,Garald Berceros,gberceros6i@wikimedia.org
236,871 Sachtjen Plaza,El Paso,Texas,79999,Apartment,590249,1,3,3036,2015,11/28/2022,4,Alla Stannas,astannas6j@studiopress.com
237,38 Schmedeman Terrace,North Hollywood,California,91616,Apartment,560158,3,3,3790,1907,6/19/2023,2,Luci Sanger,lsanger6k@moonfruit.com
238,92 Swallow Alley,Sacramento,California,94207,Apartment,930811,2,2,4602,1973,6/7/2022,2,Sheffield Abercrombie,sabercrombie6l@hibu.com
239,7884 Glacier Hill Trail,Philadelphia,Pennsylvania,19115,Apartment,428067,2,3,2279,2018,12/30/2022,3,Crystie Minchin,cminchin6m@usatoday.com
240,45 Nelson Center,Fort Worth,Texas,76134,Apartment,495419,5,1,4305,1912,3/29/2021,2,Eartha Petroulis,epetroulis6n@timesonline.co.uk
241,4 Fairview Avenue,New Orleans,Louisiana,70165,Villa,182509,4,1,2000,1957,6/20/2021,1,Rozelle Paintain,rpaintain6o@google.com.au
242,335 North Drive,Charleston,West Virginia,25305,Condo,871320,2,2,4276,1930,4/11/2023,1,Cull Ginner,cginner6p@bloglovin.com
243,8 Southridge Lane,Providence,Rhode Island,2912,Apartment,490952,2,4,3467,1985,1/3/2023,4,Marylee ducarme,mducarme6q@techcrunch.com
244,273 Knutson Center,Brockton,Massachusetts,2405,Independent Floor,633556,3,3,1512,1946,3/9/2023,1,Nollie Lesslie,nlesslie6r@biglobe.ne.jp
245,03526 Fairview Park,Milwaukee,Wisconsin,53205,Apartment,872870,2,4,2861,1989,4/12/2021,3,Clarissa Crut,ccrut6s@cnn.com
246,43 Sundown Center,Rochester,New York,14683,Apartment,826731,4,3,583,1985,1/4/2022,2,Marya Lamzed,mlamzed6t@howstuffworks.com
247,554 Milwaukee Park,Baltimore,Maryland,21211,Apartment,181500,3,3,3836,1936,8/20/2022,1,Eugene Breissan,ebreissan6u@woothemes.com
248,6329 Holy Cross Avenue,El Paso,Texas,79911,Apartment,691955,4,1,1265,1926,4/26/2023,2,Jody Saladin,jsaladin6v@dell.com
249,78791 Blackbird Road,Pompano Beach,Florida,33064,Condo,522107,5,3,3484,1943,7/28/2023,3,Wallis Strain,wstrain6w@oakley.com
250,84689 Rockefeller Street,Orlando,Florida,32885,Condo,574695,4,3,750,1937,5/29/2023,3,Anson Pablo,apablo6x@oakley.com
251,4 Karstens Point,Sacramento,California,94207,Apartment,336052,4,2,4299,1987,10/31/2021,4,Terry Heephy,theephy6y@mail.ru
252,7797 Arrowood Way,Saint Paul,Minnesota,55115,Independent Floor,992250,2,3,3798,1911,1/9/2021,4,Karl Leif,kleif6z@constantcontact.com
253,321 Valley Edge Circle,Gilbert,Arizona,85297,Condo,347285,3,2,1145,1963,1/6/2023,3,Karie Dmisek,kdmisek70@kickstarter.com
254,5 Eastwood Street,Sacramento,California,94263,Condo,691275,4,1,2369,2014,10/19/2022,1,Rodrick Calbrathe,rcalbrathe71@netvibes.com
255,647 Lukken Center,San Francisco,California,94105,Apartment,712013,1,4,4153,1902,10/25/2021,4,Mindy Kinnen,mkinnen72@devhub.com
256,010 Hayes Pass,Pasadena,Texas,77505,Apartment,465712,5,4,1529,1924,5/10/2022,4,Ruby Cullum,rcullum73@reverbnation.com
257,85 Huxley Point,Columbia,South Carolina,29220,Independent Floor,885729,2,1,1612,2018,1/18/2022,2,Gusty Janca,gjanca74@wikispaces.com
258,01 Nancy Street,Tampa,Florida,33620,Independent Floor,704270,5,4,3706,2008,4/9/2023,1,Eada Camilli,ecamilli75@house.gov
259,5 Blue Bill Park Way,Lincoln,Nebraska,68531,Villa,812812,2,4,3766,2015,9/8/2021,3,Donnell Czajkowska,dczajkowska76@posterous.com
260,39538 Westerfield Park,New York City,New York,10203,Condo,118941,1,1,3721,1945,2/28/2023,1,Neil Blencowe,nblencowe77@independent.co.uk
261,28 Florence Park,Mesa,Arizona,85205,Condo,490997,5,3,2140,1984,11/4/2022,4,Dugald Cosans,dcosans78@springer.com
262,3 Cardinal Road,New York City,New York,10270,Apartment,577670,5,1,1684,2013,9/21/2022,2,Mikel Wythill,mwythill79@newsvine.com
263,3 Holmberg Center,Dayton,Ohio,45440,Apartment,965223,2,3,3943,1938,12/11/2020,3,Lief Ovell,lovell7a@wisc.edu
264,882 Mifflin Way,Columbus,Ohio,43226,Condo,237408,2,4,3549,2020,8/4/2022,2,Conrade Pagin,cpagin7b@redcross.org
265,881 Union Pass,North Port,Florida,34290,Apartment,254130,4,2,2841,1997,10/11/2022,4,Jane MacGahey,jmacgahey7c@hibu.com
266,861 Kensington Crossing,Cape Coral,Florida,33915,Villa,815669,4,4,2853,2015,7/1/2022,1,Cori Heart,cheart7d@xinhuanet.com
267,54815 Becker Center,Saint Petersburg,Florida,33737,Villa,254885,5,1,4781,1938,7/8/2022,4,Boycey Mandeville,bmandeville7e@google.ru
268,051 Summit Hill,Saint Louis,Missouri,63158,Condo,275929,4,3,4066,1953,7/24/2021,4,Casi Cantu,ccantu7f@sourceforge.net
269,625 Village Green Avenue,Huntington,West Virginia,25775,Villa,988472,3,1,1841,1920,6/5/2022,1,Wanda Lemmanbie,wlemmanbie7g@smh.com.au
270,84755 Everett Alley,New Haven,Connecticut,6505,Apartment,565187,3,1,4747,1973,1/20/2021,1,Lotta Peery,lpeery7h@reuters.com
271,3181 Transport Hill,Birmingham,Alabama,35244,Villa,107402,3,2,3633,1916,3/19/2023,1,Franni Faulo,ffaulo7i@csmonitor.com
272,76 Dwight Point,Buffalo,New York,14220,Independent Floor,106861,1,3,4107,2008,3/12/2022,3,Nye MacAlees,nmacalees7j@artisteer.com
273,3 Union Center,Jacksonville,Florida,32225,Apartment,459310,5,4,4172,1976,4/10/2023,2,Linzy Brownsey,lbrownsey7k@nifty.com
274,89408 Roxbury Court,Decatur,Georgia,30089,Apartment,685881,5,2,2141,2018,12/10/2022,2,Maridel Yearron,myearron7l@who.int
275,387 Rigney Place,Richmond,Virginia,23289,Apartment,251129,2,1,3903,2008,5/29/2021,1,Tally Grenshiels,tgrenshiels7m@xing.com
276,69348 Kennedy Hill,Alexandria,Virginia,22313,Apartment,467338,3,1,4725,1980,5/8/2022,3,Kipp Delacourt,kdelacourt7n@list-manage.com
277,146 Continental Crossing,Indianapolis,Indiana,46202,Independent Floor,177973,3,4,4176,1942,5/23/2023,1,Fitzgerald Atwell,fatwell7o@seattletimes.com
278,464 Pepper Wood Circle,Salt Lake City,Utah,84125,Apartment,426577,4,3,4667,1986,5/7/2022,3,Arlinda Wetherald,awetherald7p@miitbeian.gov.cn
279,96570 Surrey Lane,Salt Lake City,Utah,84130,Apartment,856576,1,1,782,1950,5/24/2021,4,Ludvig Emloch,lemloch7q@issuu.com
280,432 Corry Parkway,Nashville,Tennessee,37215,Apartment,693818,5,4,2712,1907,3/22/2022,3,Gustave Cudbird,gcudbird7r@smugmug.com
281,5 Prairie Rose Park,Saint Petersburg,Florida,33715,Villa,454731,1,4,3582,1920,6/24/2023,4,Glad Baskwell,gbaskwell7s@bloglines.com
282,8 Hagan Avenue,Silver Spring,Maryland,20910,Apartment,678581,4,4,4964,1954,1/21/2022,2,Marsha Brockie,mbrockie7t@amazon.com
283,7 Hanover Point,Washington,District of Columbia,20508,Apartment,632733,1,1,1316,1927,3/7/2021,3,Kingsley Fancy,kfancy7u@hc360.com
284,5 Fairview Point,Pueblo,Colorado,81015,Condo,917144,4,4,2484,1912,1/13/2022,1,Retha Shailer,rshailer7v@time.com
285,70408 Green Park,Sacramento,California,95823,Condo,953394,4,1,3348,2021,1/23/2023,2,Parke Auten,pauten7w@nyu.edu
286,59 Brentwood Hill,Missoula,Montana,59806,Villa,667621,2,3,4478,1929,2/26/2021,3,Amii Kersey,akersey7x@census.gov
287,5 Parkside Plaza,Charleston,West Virginia,25331,Apartment,225611,5,1,3422,2013,5/24/2021,3,Sigismondo Maciaszek,smaciaszek7y@usda.gov
288,59989 Northfield Pass,San Francisco,California,94126,Villa,488955,3,2,1724,1956,1/7/2021,3,Corella Dedam,cdedam7z@wikimedia.org
289,3 La Follette Hill,Phoenix,Arizona,85062,Independent Floor,173097,1,3,937,2007,5/4/2023,1,Katherine Wellbeloved,kwellbeloved80@tmall.com
290,427 Golden Leaf Center,Houston,Texas,77288,Condo,388157,1,2,2778,1999,12/27/2021,4,Maury Spears,mspears81@epa.gov
291,2 Fair Oaks Place,Seattle,Washington,98148,Independent Floor,138509,3,1,3077,2021,6/19/2023,4,Hedvige Sleford,hsleford82@epa.gov
292,67 Merrick Point,Oxnard,California,93034,Independent Floor,695471,3,3,1603,2021,4/5/2021,2,Hogan Connechie,hconnechie83@state.gov
293,04 Arrowood Alley,Kansas City,Missouri,64160,Condo,746714,4,1,3620,1952,5/1/2023,1,Anallise Fearick,afearick84@wikipedia.org
294,54045 Caliangt Point,Topeka,Kansas,66667,Independent Floor,100819,2,1,835,2007,11/6/2020,2,Xymenes Tunuy,xtunuy85@cornell.edu
295,958 Transport Street,Wichita Falls,Texas,76310,Independent Floor,661903,3,3,1098,2001,1/30/2022,4,Thelma Bulfoy,tbulfoy86@examiner.com
296,7903 Dapin Road,Mobile,Alabama,36605,Condo,170217,2,3,3832,1947,11/27/2021,1,Filippo Hartigan,fhartigan87@wikispaces.com
297,4369 Northport Drive,Arlington,Virginia,22234,Condo,287188,4,1,3020,1913,9/1/2021,4,Gayler Coey,gcoey88@scientificamerican.com
298,18 Straubel Pass,Colorado Springs,Colorado,80940,Condo,701553,4,2,4538,1991,12/29/2020,3,Ange Mattsson,amattsson89@prnewswire.com
299,01 Mariners Cove Park,Springfield,Illinois,62764,Independent Floor,516639,5,1,4339,1957,6/9/2021,1,Darcee Suffield,dsuffield8a@skype.com
300,15 Redwing Hill,Garden Grove,California,92645,Condo,217972,1,2,1413,1950,8/24/2021,2,Moishe Spalls,mspalls8b@biblegateway.com
301,5287 Del Sol Center,Atlanta,Georgia,31136,Apartment,403410,4,1,2913,1914,3/14/2021,2,Dru Alwood,dalwood8c@usgs.gov
302,207 Shasta Alley,Green Bay,Wisconsin,54313,Apartment,165023,3,2,3013,2011,7/27/2021,1,Mohandas Simnor,msimnor8d@1und1.de
303,31 Muir Lane,Los Angeles,California,90060,Independent Floor,980683,2,3,3405,1945,6/4/2022,4,Betteanne Nias,bnias8e@indiatimes.com
304,9 Bay Way,Olympia,Washington,98506,Independent Floor,138154,1,3,4683,1921,3/5/2023,4,Purcell Normand,pnormand8f@utexas.edu
305,1518 Fair Oaks Trail,Denton,Texas,76205,Apartment,784743,1,4,738,1916,4/16/2023,2,Arabele Marcos,amarcos8g@wisc.edu
306,20624 Northport Parkway,Topeka,Kansas,66606,Condo,488284,4,3,1487,1966,2/22/2022,1,Candis Benoist,cbenoist8h@prweb.com
307,09908 Village Green Center,Fort Lauderdale,Florida,33345,Villa,673449,4,3,2503,1969,7/11/2022,2,Sancho Krop,skrop8i@house.gov
308,66175 Oakridge Way,Saint Augustine,Florida,32092,Condo,931669,4,4,755,1957,1/13/2022,1,Fae Barhems,fbarhems8j@twitter.com
309,2684 Pine View Circle,Memphis,Tennessee,38161,Independent Floor,788995,4,1,2396,1914,11/4/2020,2,Brantley Farrear,bfarrear8k@nsw.gov.au
310,391 Hooker Lane,Macon,Georgia,31296,Apartment,190746,2,4,3894,2005,4/12/2021,2,Errick Tremble,etremble8l@chron.com
311,059 Schmedeman Road,Sacramento,California,94273,Independent Floor,899008,1,3,2184,1920,6/15/2021,3,Markus Dancer,mdancer8m@marriott.com
312,77593 Lakeland Alley,Fairfield,Connecticut,6825,Condo,943885,3,2,3407,2011,6/4/2021,1,Amalle Verrier,averrier8n@miitbeian.gov.cn
313,7449 Dapin Avenue,New York City,New York,10120,Villa,446484,1,2,3913,2021,9/1/2022,4,Olivier Gorce,ogorce8o@jalbum.net
314,5026 Independence Street,Fort Lauderdale,Florida,33315,Condo,559720,4,2,3401,1924,3/30/2022,1,Marcy Caldroni,mcaldroni8p@seesaa.net
315,77 Erie Place,Lake Charles,Louisiana,70616,Villa,461602,5,4,4281,1936,5/16/2021,2,Pauly Joint,pjoint8q@xinhuanet.com
316,4 Lillian Circle,El Paso,Texas,79955,Apartment,996842,5,1,584,1996,11/24/2020,3,Berenice Baughn,bbaughn8r@usda.gov
317,5 Algoma Center,New York City,New York,10160,Condo,246892,4,1,3410,1989,11/30/2021,4,Janina Lube,jlube8s@cbc.ca
318,517 6th Alley,Fresno,California,93721,Villa,427905,5,1,1749,2008,4/27/2023,2,Aleksandr Purkis,apurkis8t@wisc.edu
319,721 Valley Edge Point,New York City,New York,10160,Condo,349121,3,1,3696,1971,2/16/2021,2,Doy Vedstra,dvedstra8u@tmall.com
320,23 Mccormick Road,Charlotte,North Carolina,28215,Condo,989656,1,4,2659,1965,3/20/2023,2,Cosme Bewshaw,cbewshaw8v@goodreads.com
321,0094 Loeprich Plaza,Huntington,West Virginia,25721,Independent Floor,951325,4,2,3254,1916,2/9/2022,4,Man Broadwood,mbroadwood8w@cbslocal.com
322,6 Ohio Circle,Atlanta,Georgia,30316,Apartment,908111,5,4,2176,1965,5/1/2022,1,Carmita Winslow,cwinslow8x@usatoday.com
323,3 Glacier Hill Point,Philadelphia,Pennsylvania,19151,Condo,145092,1,2,2470,1975,6/7/2022,4,Leslie Fairbrother,lfairbrother8y@state.gov
324,40167 Jay Street,Phoenix,Arizona,85005,Independent Floor,116860,4,3,2035,1987,10/17/2021,4,Maison Crankshaw,mcrankshaw8z@nationalgeographic.com
325,2848 La Follette Terrace,Colorado Springs,Colorado,80951,Apartment,911546,5,2,3102,1998,3/6/2023,4,Layne Beverstock,lbeverstock90@liveinternet.ru
326,5 Kingsford Lane,Washington,District of Columbia,20591,Condo,102533,3,3,1566,1938,1/14/2022,3,Henrik Ashmole,hashmole91@angelfire.com
327,6782 Oneill Plaza,Glendale,California,91210,Condo,754441,2,3,947,1944,5/30/2023,2,Andrey Bullerwell,abullerwell92@woothemes.com
328,8 Fieldstone Terrace,Portsmouth,New Hampshire,214,Villa,203880,3,1,3846,1985,2/17/2023,2,Ches Leguey,cleguey93@nba.com
329,8588 Mccormick Way,Jamaica,New York,11447,Condo,929161,3,2,4554,2007,2/12/2022,4,Gwendolin Gauntlett,ggauntlett94@earthlink.net
330,30012 Longview Drive,Waterbury,Connecticut,6726,Condo,431075,4,4,943,1926,7/30/2023,2,Joyan Fogg,jfogg95@newyorker.com
331,69 Fairfield Lane,Pittsburgh,Pennsylvania,15240,Apartment,890509,4,4,4995,1976,4/3/2022,4,Brien Sparry,bsparry96@opera.com
332,314 Sunfield Junction,Newton,Massachusetts,2458,Independent Floor,720632,3,3,2289,1972,7/16/2023,3,Magdalene Jaouen,mjaouen97@instagram.com
333,323 Hazelcrest Parkway,Hartford,Connecticut,6145,Villa,987374,5,1,2096,1981,10/23/2022,2,Alla Ayrton,aayrton98@issuu.com
334,283 Mandrake Road,Boise,Idaho,83711,Villa,320614,1,1,1723,1906,9/20/2022,3,Davey Drysdale,ddrysdale99@parallels.com
335,18475 Marcy Drive,Peoria,Illinois,61629,Apartment,414674,2,3,1796,1948,2/15/2021,2,Hedvige Aronow,haronow9a@vk.com
336,329 Sommers Plaza,Jacksonville,Florida,32277,Villa,928332,5,1,1708,1973,7/19/2021,4,Janel Grimolbie,jgrimolbie9b@illinois.edu
337,19 Acker Court,Houston,Texas,77218,Independent Floor,765120,5,3,4383,1951,12/5/2020,2,Liuka Gonthard,lgonthard9c@spotify.com
338,6839 Golf View Avenue,Kansas City,Missouri,64179,Condo,566782,5,3,1098,1956,8/17/2021,2,Caye Kendrick,ckendrick9d@twitter.com
339,43387 Crescent Oaks Pass,Indianapolis,Indiana,46221,Independent Floor,924814,3,3,1114,1918,1/6/2022,4,Marian Cherrison,mcherrison9e@tripadvisor.com
340,8551 Muir Trail,Brooklyn,New York,11225,Villa,170924,2,2,2591,1954,7/13/2023,3,Sammy Besson,sbesson9f@imdb.com
341,78 Coolidge Center,Tacoma,Washington,98442,Villa,909911,3,1,1041,1978,7/30/2021,1,Ky Crockatt,kcrockatt9g@fastcompany.com
342,68 Waubesa Avenue,Memphis,Tennessee,38168,Condo,100338,2,2,2019,2021,5/5/2022,4,Preston Gerlack,pgerlack9h@imgur.com
343,5 Waubesa Avenue,Washington,District of Columbia,20268,Condo,407724,2,2,2197,1990,11/27/2021,4,Ricard Overel,roverel9i@blogs.com
344,3 Anhalt Drive,Fort Lauderdale,Florida,33330,Apartment,664330,4,1,2272,1915,4/24/2021,4,Nehemiah Cordner,ncordner9j@sphinn.com
345,11 Shopko Trail,Lima,Ohio,45807,Independent Floor,254571,3,3,3155,1976,1/24/2022,4,Lew Zorzini,lzorzini9k@icio.us
346,170 Kings Circle,Waco,Texas,76796,Villa,883703,2,2,3041,1976,8/18/2022,3,Lydie Capper,lcapper9l@themeforest.net
347,403 Thompson Place,Waterloo,Iowa,50706,Condo,592481,3,3,2897,2005,2/14/2022,1,Sanders Kevis,skevis9m@google.co.jp
348,3 Gulseth Crossing,Visalia,California,93291,Independent Floor,309381,1,1,4375,1985,9/10/2022,4,Mackenzie Pestor,mpestor9n@princeton.edu
349,4 Hazelcrest Place,Memphis,Tennessee,38104,Apartment,667587,3,1,1765,2011,6/6/2022,2,Dasie Madelin,dmadelin9o@arizona.edu
350,39 Morrow Drive,Arlington,Texas,76096,Apartment,445739,4,2,4350,1910,4/13/2023,1,Nelie Maddaford,nmaddaford9p@google.pl
351,267 Meadow Ridge Alley,Portland,Oregon,97201,Apartment,244800,3,1,4214,1935,10/25/2021,2,Jenelle Huntall,jhuntall9q@aol.com
352,910 Weeping Birch Avenue,Little Rock,Arkansas,72222,Villa,642593,4,2,4857,2000,1/12/2021,2,Phillida Ilett,pilett9r@issuu.com
353,972 Evergreen Drive,Houston,Texas,77234,Villa,380755,4,1,4675,2017,9/28/2021,4,Anetta Spragge,aspragge9s@amazon.com
354,48 Grasskamp Trail,Alexandria,Virginia,22309,Apartment,335662,4,1,1875,1900,6/26/2021,4,Colby Guidi,cguidi9t@wiley.com
355,0 Oak Valley Crossing,Jeffersonville,Indiana,47134,Independent Floor,201856,1,3,910,1928,8/2/2021,4,Rivi Papez,rpapez9u@patch.com
356,5 Namekagon Crossing,Santa Fe,New Mexico,87505,Villa,890742,3,2,4366,1975,1/30/2021,1,Kellia Skinner,kskinner9v@usnews.com
357,837 Hayes Road,Garden Grove,California,92645,Apartment,686842,1,4,2825,1934,1/28/2021,2,Kristofer Rebbeck,krebbeck9w@angelfire.com
358,280 Village Junction,Kissimmee,Florida,34745,Condo,283808,5,1,3782,1958,6/5/2023,2,Atlanta Sibbering,asibbering9x@fda.gov
359,8 Bunting Avenue,Sioux Falls,South Dakota,57110,Apartment,375813,4,1,952,2007,11/11/2020,1,Dareen Cornbill,dcornbill9y@is.gd
360,98944 Lakewood Way,Alexandria,Louisiana,71307,Apartment,411928,5,1,2070,1984,6/18/2023,4,Kasper Denziloe,kdenziloe9z@ibm.com
361,5 Valley Edge Terrace,Kansas City,Missouri,64114,Independent Floor,343461,5,3,3968,1933,11/24/2022,3,John Momery,jmomerya0@yolasite.com
362,59679 Fremont Plaza,Tampa,Florida,33620,Villa,661589,2,3,4895,1969,10/21/2021,2,Ava Cutcliffe,acutcliffea1@nhs.uk
363,658 Huxley Court,Biloxi,Mississippi,39534,Apartment,324375,4,4,2348,1918,2/6/2023,2,Clair Fessions,cfessionsa2@wisc.edu
364,9 Armistice Point,Chicago,Illinois,60681,Condo,605268,3,3,1062,1982,3/11/2023,1,Elias Blamires,eblamiresa3@slate.com
365,4 Delaware Pass,Indianapolis,Indiana,46278,Condo,124868,5,2,777,1935,5/22/2021,4,Sullivan Vasovic,svasovica4@facebook.com
366,3 Sundown Pass,Houston,Texas,77080,Independent Floor,134031,2,2,726,1950,4/14/2022,1,Chelsae Dinnington,cdinningtona5@nationalgeographic.com
